3139102;Madre de Deus de Minas;0,650
3139201;Malacacheta;0,600
3139250;Mamonas;0,527
3139300;Manga;0,520
3139409;Manhuaçu;0,646
3139508;Manhumirim;0,640
3139607;Mantena;0,655
3139706;Maravilhas;0,599
3139805;Mar de Espanha;0,715
3139904;Maria da Fé;0,644
3140001;Mariana;0,670
3140100;Marilac;0,573
3140159;Mário Campos;0,683
3140209;Maripá de Minas;0,654
3140308;Marliéria;0,608
3140407;Marmelópolis;0,664
3140506;Martinho Campos;0,622
3140530;Martins Soares;0,469
3140555;Mata Verde;0,552
3140605;Materlândia;0,550
3140704;Mateus Leme;0,537
3171501;Mathias Lobato;0,408
3140803;Matias Barbosa;0,665
3140852;Matias Cardoso;0,575
3140902;Matipó;0,525
3141009;Mato Verde;0,554
3141108;Matozinhos;0,590
3141207;Matutina;0,577
3138906;Maxacalis;0,548
3141306;Medeiros;0,567
3141405;Medina;0,483
3141504;Mendes Pimentel;0,491
3141603;Mercês;0,661
3141702;Mesquita;0,586
3141801;Minas Novas;0,528
3141900;Minduri;0,666
3142007;Mirabela;0,560
3142106;Miradouro;0,575
3142205;Miraí;0,562
3142254;Miravânia;0,493
3142304;Moeda;0,604
3142403;Moema;0,606
3142502;Monjolos;0,537
3142601;Monsenhor Paulo;0,688
3142700;Montalvânia;0,603
3142809;Monte Alegre de Minas;0,624
3142908;Monte Azul;0,553
3143005;Monte Belo;0,598
3143104;Monte Carmelo;0,685
3143153;Monte Formoso;0,539
3143203;Monte Santo de Minas;0,613
3143302;Montes Claros;0,695
3143401;Monte Sião;0,645
3143450;Montezuma;0,567
3143500;Morada Nova de Minas;0,588
3143609;Morro da Garça;0,610
3143708;Morro do Pilar;0,495
3143807;Munhoz;0,590
3143906;Muriaé;0,696
3144003;Mutum;0,574
3144102;Muzambinho;0,634
3144201;Nacip Raydan;0,486
3144300;Nanuque;0,584
3144359;Naque;0,517
3144375;Natalândia;0,510
3144409;Natércia;0,687
3144508;Nazareno;0,660
3144607;Nepomuceno;0,627
3144656;Ninheira;0,542
3144672;Nova Belém;0,546
3144706;Nova Era;0,637
3144805;Nova Lima;0,671
3144904;Nova Módica;0,554
3145000;Nova Ponte;0,620
3145059;Nova Porteirinha;0,449
3145109;Nova Resende;0,609
3145208;Nova Serrana;0,655
3136603;Nova União;0,589
3145307;Novo Cruzeiro;0,536
3145356;Novo Oriente de Minas;0,506
3145372;Novorizonte;0,549
3145406;Olaria;0,679
3145455;Olhos D' Água;0,521
3145505;Olímpio Noronha;0,597
3145604;Oliveira;0,704
3145703;Oliveira Fortes;0,581
3145802;Onça do Pitangui;0,551
3145851;Oratórios;0,571
3145877;Orizânia;0,486
3145901;Ouro Branco;0,676
3146008;Ouro Fino;0,625
3146107;Ouro Preto;0,688
3146206;Ouro Verde de Minas;0,499
3146255;Padre Carvalho;0,466
3146305;Padre Paraíso;0,510
3146404;Paineiras;0,512
3146503;Pains;0,670
3146552;Pai Pedro;0,553
3146602;Paiva;0,565
3146701;Palma;0,503
3146750;Palmópolis;0,496
3146909;Papagaios;0,643
3147006;Paracatu;0,652
3147105;Pará de Minas;0,706
3147204;Paraguaçu;0,716
3147303;Paraisópolis;0,671
3147402;Paraopeba;0,584
3147501;Passabém;0,514
3147600;Passa Quatro;0,636
3147709;Passa Tempo;0,660
3147808;Passa Vinte;0,612
3147907;Passos;0,657
3147956;Patis;0,550
3148004;Patos de Minas;0,711
3148103;Patrocínio;0,677
3148202;Patrocínio do Muriaé;0,639
3148301;Paula Cândido;0,597
3148400;Paulistas;0,584
3148509;Pavão;0,531
3148608;Peçanha;0,550
3148707;Pedra Azul;0,527
3148756;Pedra Bonita;0,577
3148806;Pedra do Anta;0,520
3148905;Pedra do Indaiá;0,556
3149002;Pedra Dourada;0,605
3149101;Pedralva;0,635
3149150;Pedras de Maria da Cruz;0,490
3149200;Pedrinópolis;0,621
3149309;Pedro Leopoldo;0,599
3149408;Pedro Teixeira;0,573
3149507;Pequeri;0,644
3149606;Pequi;0,613
3149705;Perdigão;0,637
3149804;Perdizes;0,580
3149903;Perdões;0,671
3149952;Periquito;0,487
3150000;Pescador;0,585
3150109;Piau;0,677
3150158;Piedade de Caratinga;0,494
3150208;Piedade de Ponte Nova;0,532
3150307;Piedade do Rio Grande;0,634
3150406;Piedade dos Gerais;0,601
3150505;Pimenta;0,597
3150539;Pingo D' Água;0,573
3150570;Pintópolis;0,585
3150604;Piracema;0,674
3150703;Pirajuba;0,585
3150802;Piranga;0,640
3150901;Piranguçu;0,574
3151008;Piranguinho;0,684
3151107;Pirapetinga;0,603
3151206;Pirapora;0,651
3151305;Piraúba;0,642
3151404;Pitangui;0,596
3151503;Piumhi;0,699
3151602;Planura;0,640
3151701;Poço Fundo;0,685
3151800;Poços de Caldas;0,724
3151909;Pocrane;0,594
3152006;Pompéu;0,607
3152105;Ponte Nova;0,654
3152131;Ponto Chique;0,554
3152170;Ponto dos Volantes;0,541
3152204;Porteirinha;0,599
3152303;Porto Firme;0,541
3152402;Poté;0,550
3152501;Pouso Alegre;0,720
3152600;Pouso Alto;0,570
3152709;Prados;0,738
3152808;Prata;0,554
3152907;Pratápolis;0,599
3153004;Pratinha;0,647
3153103;Presidente Bernardes;0,577
3153202;Presidente Juscelino;0,623
3153301;Presidente Kubitschek;0,641
3153400;Presidente Olegário;0,556
3153608;Prudente de Morais;0,616
3153707;Quartel Geral;0,541
3153806;Queluzito;0,655
3153905;Raposos;0,568
3154002;Raul Soares;0,630
3154101;Recreio;0,596
3154150;Reduto;0,470
3154200;Resende Costa;0,643
3154309;Resplendor;0,631
3154408;Ressaquinha;0,653
3154457;Riachinho;0,555
3154507;Riacho dos Machados;0,499
3154606;Ribeirão das Neves;0,595
3154705;Ribeirão Vermelho;0,582
3154804;Rio Acima;0,568
3154903;Rio Casca;0,624
3155009;Rio Doce;0,707
3155108;Rio do Prado;0,578
3155207;Rio Espera;0,664
3155306;Rio Manso;0,586
3155405;Rio Novo;0,674
3155504;Rio Paranaíba;0,559
3155603;Rio Pardo de Minas;0,601
3155702;Rio Piracicaba;0,621
3155801;Rio Pomba;0,672
3155900;Rio Preto;0,579
3156007;Rio Vermelho;0,532
3156106;Ritápolis;0,596
3156205;Rochedo de Minas;0,644
3156304;Rodeiro;0,676
3156403;Romaria;0,505
3156452;Rosário da Limeira;0,646
3156502;Rubelita;0,529
3156601;Rubim;0,567
3156700;Sabará;0,629
3156809;Sabinópolis;0,591
3156908;Sacramento;0,711
3157005;Salinas;0,677
3157104;Salto da Divisa;0,468
3157203;Santa Bárbara;0,654
3157252;Santa Bárbara do Leste;0,486
3157278;Santa Bárbara do Monte Verde;0,554
3157302;Santa Bárbara do Tugúrio;0,529
3157336;Santa Cruz de Minas;0,529
3157377;Santa Cruz de Salinas;0,515
3157401;Santa Cruz do Escalvado;0,647
3157500;Santa Efigênia de Minas;0,532
3157609;Santa Fé de Minas;0,530
3157658;Santa Helena de Minas;0,499
3157708;Santa Juliana;0,614
3157807;Santa Luzia;0,586
3157906;Santa Margarida;0,585
3158003;Santa Maria de Itabira;0,600
3158102;Santa Maria do Salto;0,564
3158201;Santa Maria do Suaçuí;0,478
3158300;Santana da Vargem;0,665
3158409;Santana de Cataguases;0,640
3158508;Santana de Pirapama;0,624
3158607;Santana do Deserto;0,631
3158706;Santana do Garambéu;0,646
3158805;Santana do Jacaré;0,637
3158904;Santana do Manhuaçu;0,496
3158953;Santana do paraíso;0,580
3159001;Santana do Riacho;0,535
3159100;Santana dos Montes;0,668
3159209;Santa Rita de Caldas;0,620
3159308;Santa Rita de Jacutinga;0,672
3159357;Santa Rita de Minas;0,493
3159407;Santa Rita do Ibitipoca;0,589
3159506;Santa Rita do Itueto;0,558
3159605;Santa Rita do Sapucaí;0,723
3159704;Santa Rosa da Serra;0,553
3159803;Santa Vitória;0,664
3159902;Santo Antônio do Amparo;0,695
3160009;Santo Antônio do Aventureiro;0,593
3160108;Santo Antônio do Grama;0,577
3160207;Santo Antônio do Itambé;0,586
3160306;Santo Antônio do Jacinto;0,518
3160405;Santo Antônio do Monte;0,668
3160454;Santo Antônio do Retiro;0,610
3160504;Santo Antônio do Rio Abaixo;0,511
3160603;Santo Hipólito;0,523
3160702;Santos Dumont;0,680
3160801;São Bento Abade;0,625
3160900;São Brás do Suaçuí;0,603
3160959;São Domingos das Dores;0,522
3161007;São Domingos do Prata;0,611
3161056;São Félix de Minas;0,590
3161106;São Francisco;0,544
3161205;São Francisco de Paula;0,622
3161304;São Francisco de Sales;0,604
3161403;São Francisco do Glória;0,622
3161502;São Geraldo;0,580
3161601;São Geraldo da Piedade;0,532
3161650;São Geraldo do Baixio;0,609
3161700;São Gonçalo do Abaeté;0,575
3161809;São Gonçalo do Pará;0,636
3161908;São Gonçalo do Rio Abaixo;0,668
3125507;São Gonçalo do Rio Preto;0,591
3162005;São Gonçalo do Sapucaí;0,597
3162104;São Gotardo;0,649
3162203;São João Batista do Glória;0,684
3162252;São João da Lagoa;0,572
3162302;São João da Mata;0,634
3162401;São João da Ponte;0,532
3162450;São João das Missões;0,430
3162500;São João Del Rei;0,617
3162559;São João do Manhuaçu;0,533
3162575;São João do Manteninha;0,471
3162609;São João do Oriente;0,561
3162658;São João do Pacuí;0,605
3162708;São João do Paraíso;0,584
3162807;São João Evangelista;0,632
3162906;São João Nepomuceno;0,638
3162922;São Joaquim de Bicas;0,541
3162948;São José da Barra;0,654
3162955;São José da Lapa;0,602
3163003;São José da Safira;0,485
3163102;São José da Varginha;0,576
3163201;São José do Alegre;0,567
3163300;São José do Divino;0,604
3163409;São José do Goiabal;0,623
3163508;São José do Jacuri;0,539
3163607;São José do Mantimento;0,566
3163706;São Lourenço;0,700
3163805;São Miguel do Anta;0,578
3163904;São Pedro da União;0,621
3164001;São Pedro dos Ferros;0,561
3164100;São Pedro do Suaçuí;0,495
3164209;São Romão;0,568
3164308;São Roque de Minas;0,636
3164407;São Sebastião da Bela Vista;0,619
3164431;São Sebastião da Vargem Alegre;0,575
3164472;São Sebastião do Anta;0,494
3164506;São Sebastião do Maranhão;0,504
3164605;São Sebastião do Oeste;0,579
3164704;São Sebastião do Paraíso;0,715
3164803;São Sebastião do Rio Preto;0,479
3164902;São Sebastião do Rio Verde;0,655
3165008;São Tiago;0,728
3165107;São Tomás de Aquino;0,600
3165206;São Tomé das Letras;0,644
3165305;São Vicente de Minas;0,668
3165404;Sapucaí Mirim;0,632
3165503;Sardoá;0,594
3165537;Sarzedo;0,584
3165560;Sem-Peixe;0,552
3165578;Senador Amaral;0,607
3165602;Senador Cortês;0,598
3165701;Senador Firmino;0,590
3165800;Senador José Bento;0,555
3165909;Senador Modestino Gonçalves;0,557
3166006;Senhora de Oliveira;0,662
3166105;Senhora do Porto;0,513
3166204;Senhora dos Remédios;0,587
3166303;Sericita;0,542
3166402;Seritinga;0,689
3166501;Serra Azul de Minas;0,525
3166600;Serra da Saudade;0,635
3166709;Serra dos Aimorés;0,501
3166808;Serra do Salitre;0,602
3166907;Serrania;0,643
3166956;Serranópolis de Minas;0,573
3167004;Serranos;0,563
3167103;Serro;0,609
3167202;Sete Lagoas;0,678
3165552;Setubinha;0,477
3167301;Silveirânia;0,646
3167400;Silvianópolis;0,642
3167509;Simão Pereira;0,571
3167608;Simonésia;0,567
3167707;Sobrália;0,501
3167806;Soledade de Minas;0,619
3167905;Tabuleiro;0,599
3168002;Taiobeiras;0,619
3168051;Taparuba;0,558
3168101;Tapira;0,577
3168200;Tapiraí;0,591
3168309;Taquaraçu de Minas;0,460
3168408;Tarumirim;0,557
3168507;Teixeiras;0,505
3168606;Teófilo Otoni;0,661
3168705;Timóteo;0,619
3168804;Tiradentes;0,577
3168903;Tiros;0,650
3169000;Tocantins;0,615
3169059;Tocos do Moji;0,656
3169109;Toledo;0,571
3169208;Tombos;0,616
3169307;Três Corações;0,660
3169356;Três Marias;0,643
3169406;Três Pontas;0,716
3169505;Tumiritinga;0,556
3169604;Tupaciguara;0,641
3169703;Turmalina;0,632
3169802;Turvolândia;0,641
3169901;Ubá;0,662
3170008;Ubaí;0,494
3170057;Ubaporanga;0,575
3170107;Uberaba;0,694
3170206;Uberlândia;0,732
3170305;Umburatiba;0,481
3170404;Unaí;0,670
3170438;União de Minas;0,530
3170479;Uruana de Minas;0,514
3170503;Urucânia;0,638
3170529;Urucuia;0,540
3170578;Vargem Alegre;0,510
3170602;Vargem Bonita;0,671
3170651;Vargem Grande do Rio Pardo;0,604
3170701;Varginha;0,714
3170750;Varjão de Minas;0,600
3170800;Várzea da Palma;0,643
3170909;Varzelândia;0,546
3171006;Vazante;0,701
3171030;Verdelândia;0,509
3171071;Veredinha;0,634
3171105;Veríssimo;0,610
3171154;Vermelho Novo;0,570
3171204;Vespasiano;0,604
3171303;Viçosa;0,658
3171402;Vieiras;0,551
3171600;Virgem da Lapa;0,531
3171709;Virgínia;0,559
3171808;Virginópolis;0,573
3171907;Virgolândia;0,552
3172004;Visconde do Rio Branco;0,641
3172103;Volta Grande;0,626
3172202;Wenceslau Braz;0,559
